id,sku,name,category,price,currency,description
336,SKU-00336,Kitchen Item 336,kitchen,106.25,USD,Sample description 336
337,SKU-00337,Toys Item 337,toys,235.27,USD,Sample description 337
338,SKU-00338,Electronics Item 338,electronics,499.26,USD,Sample description 338
339,SKU-00339,Fitness Item 339,fitness,431.5,USD,Sample description 339
340,SKU-00340,Fitness Item 340,fitness,110.21,USD,Sample description 340
341,SKU-00341,Kitchen Item 341,kitchen,181.48,USD,Sample description 341
342,SKU-00342,Toys Item 342,toys,87.24,USD,Sample description 342
343,SKU-00343,Electronics Item 343,electronics,426.71,USD,Sample description 343
344,SKU-00344,Kitchen Item 344,kitchen,289.02,USD,Sample description 344
345,SKU-00345,Tools Item 345,tools,433.5,USD,Sample description 345
346,SKU-00346,Office Item 346,office,99.57,USD,Sample description 346
347,SKU-00347,Kitchen Item 347,kitchen,350.91,USD,Sample description 347
348,SKU-00348,Electronics Item 348,electronics,419.58,USD,Sample description 348
349,SKU-00349,Toys Item 349,toys,364.82,USD,Sample description 349
350,SKU-00350,Toys Item 350,toys,469.53,USD,Sample description 350
351,SKU-00351,Office Item 351,office,210.14,USD,Sample description 351
352,SKU-00352,Books Item 352,books,185.02,USD,Sample description 352
353,SKU-00353,Fitness Item 353,fitness,224.67,USD,Sample description 353
354,SKU-00354,Toys Item 354,toys,324.46,USD,Sample description 354
355,SKU-00355,Tools Item 355,tools,237.85,USD,Sample description 355
356,SKU-00356,Tools Item 356,tools,109.95,USD,Sample description 356
357,SKU-00357,Toys Item 357,toys,242.66,USD,Sample description 357
358,SKU-00358,Office Item 358,office,410.78,USD,Sample description 358
359,SKU-00359,Office Item 359,office,458.73,USD,Sample description 359
360,SKU-00360,Toys Item 360,toys,238.85,USD,Sample description 360
361,SKU-00361,Kitchen Item 361,kitchen,86.09,USD,Sample description 361
362,SKU-00362,Tools Item 362,tools,8.24,USD,Sample description 362
363,SKU-00363,Outdoors Item 363,outdoors,454.2,USD,Sample description 363
364,SKU-00364,Toys Item 364,toys,326.55,USD,Sample description 364
365,SKU-00365,Outdoors Item 365,outdoors,241.53,USD,Sample description 365
366,SKU-00366,Outdoors Item 366,outdoors,286.82,USD,Sample description 366
367,SKU-00367,Kitchen Item 367,kitchen,368.35,USD,Sample description 367
368,SKU-00368,Fitness Item 368,fitness,390.81,USD,Sample description 368
369,SKU-00369,Office Item 369,office,12.71,USD,Sample description 369
370,SKU-00370,Books Item 370,books,95.7,USD,Sample description 370
371,SKU-00371,Kitchen Item 371,kitchen,388.91,USD,Sample description 371
372,SKU-00372,Fitness Item 372,fitness,55.13,USD,Sample description 372
373,SKU-00373,Tools Item 373,tools,340.78,USD,Sample description 373
374,SKU-00374,Tools Item 374,tools,275.08,USD,Sample description 374
375,SKU-00375,Electronics Item 375,electronics,207.04,USD,Sample description 375
376,SKU-00376,Tools Item 376,tools,93.3,USD,Sample description 376
377,SKU-00377,Office Item 377,office,431.05,USD,Sample description 377
378,SKU-00378,Toys Item 378,toys,461.8,USD,Sample description 378
379,SKU-00379,Office Item 379,office,317.64,USD,Sample description 379
380,SKU-00380,Toys Item 380,toys,470.37,USD,Sample description 380
381,SKU-00381,Toys Item 381,toys,274.87,USD,Sample description 381
382,SKU-00382,Outdoors Item 382,outdoors,194.54,USD,Sample description 382
383,SKU-00383,Outdoors Item 383,outdoors,283.17,USD,Sample description 383
384,SKU-00384,Electronics Item 384,electronics,226.23,USD,Sample description 384
385,SKU-00385,Tools Item 385,tools,323.5,USD,Sample description 385
386,SKU-00386,Fitness Item 386,fitness,364.71,USD,Sample description 386
387,SKU-00387,Toys Item 387,toys,127.76,USD,Sample description 387
388,SKU-00388,Office Item 388,office,182.84,USD,Sample description 388
389,SKU-00389,Fitness Item 389,fitness,350.25,USD,Sample description 389
390,SKU-00390,Office Item 390,office,438.22,USD,Sample description 390
391,SKU-00391,Electronics Item 391,electronics,161.84,USD,Sample description 391
392,SKU-00392,Electronics Item 392,electronics,232.48,USD,Sample description 392
393,SKU-00393,Tools Item 393,tools,422.52,USD,Sample description 393
394,SKU-00394,Outdoors Item 394,outdoors,322.09,USD,Sample description 394
395,SKU-00395,Tools Item 395,tools,260.26,USD,Sample description 395
396,SKU-00396,Toys Item 396,toys,351.91,USD,Sample description 396
397,SKU-00397,Books Item 397,books,273.53,USD,Sample description 397
398,SKU-00398,Outdoors Item 398,outdoors,488.91,USD,Sample description 398
399,SKU-00399,Kitchen Item 399,kitchen,412.71,USD,Sample description 399
400,SKU-00400,Toys Item 400,toys,413.92,USD,Sample description 400
401,SKU-00401,Fitness Item 401,fitness,93.11,USD,Sample description 401
402,SKU-00402,Fitness Item 402,fitness,107.41,USD,Sample description 402
403,SKU-00403,Kitchen Item 403,kitchen,333.91,USD,Sample description 403
404,SKU-00404,Kitchen Item 404,kitchen,358.31,USD,Sample description 404
405,SKU-00405,Fitness Item 405,fitness,484.1,USD,Sample description 405
406,SKU-00406,Office Item 406,office,368.05,USD,Sample description 406
407,SKU-00407,Electronics Item 407,electronics,89.47,USD,Sample description 407
408,SKU-00408,Outdoors Item 408,outdoors,377.64,USD,Sample description 408
409,SKU-00409,Kitchen Item 409,kitchen,74.07,USD,Sample description 409
410,SKU-00410,Electronics Item 410,electronics,454.2,USD,Sample description 410
411,SKU-00411,Books Item 411,books,421.07,USD,Sample description 411
412,SKU-00412,Electronics Item 412,electronics,115.97,USD,Sample description 412
413,SKU-00413,Office Item 413,office,425.81,USD,Sample description 413
414,SKU-00414,Toys Item 414,toys,292.62,USD,Sample description 414
415,SKU-00415,Outdoors Item 415,outdoors,165.99,USD,Sample description 415
416,SKU-00416,Fitness Item 416,fitness,490.82,USD,Sample description 416
417,SKU-00417,Kitchen Item 417,kitchen,383.29,USD,Sample description 417
418,SKU-00418,Office Item 418,office,479.66,USD,Sample description 418
419,SKU-00419,Kitchen Item 419,kitchen,58.87,USD,Sample description 419
420,SKU-00420,Kitchen Item 420,kitchen,31.76,USD,Sample description 420
421,SKU-00421,Office Item 421,office,462.45,USD,Sample description 421
422,SKU-00422,Tools Item 422,tools,378.83,USD,Sample description 422
423,SKU-00423,Office Item 423,office,35.4,USD,Sample description 423
424,SKU-00424,Tools Item 424,tools,427.11,USD,Sample description 424
425,SKU-00425,Fitness Item 425,fitness,179.83,USD,Sample description 425
426,SKU-00426,Office Item 426,office,462.25,USD,Sample description 426
427,SKU-00427,Outdoors Item 427,outdoors,460.64,USD,Sample description 427
428,SKU-00428,Office Item 428,office,280.05,USD,Sample description 428
429,SKU-00429,Office Item 429,office,13.66,USD,Sample description 429
430,SKU-00430,Office Item 430,office,321.58,USD,Sample description 430
431,SKU-00431,Tools Item 431,tools,156.18,USD,Sample description 431
432,SKU-00432,Kitchen Item 432,kitchen,417.15,USD,Sample description 432
433,SKU-00433,Electronics Item 433,electronics,385.58,USD,Sample description 433
434,SKU-00434,Kitchen Item 434,kitchen,374.78,USD,Sample description 434
435,SKU-00435,Books Item 435,books,426.02,USD,Sample description 435
436,SKU-00436,Toys Item 436,toys,141.22,USD,Sample description 436
437,SKU-00437,Tools Item 437,tools,378.04,USD,Sample description 437
438,SKU-00438,Office Item 438,office,230.42,USD,Sample description 438
439,SKU-00439,Outdoors Item 439,outdoors,265.67,USD,Sample description 439
440,SKU-00440,Toys Item 440,toys,123.68,USD,Sample description 440
441,SKU-00441,Electronics Item 441,electronics,249.08,USD,Sample description 441
442,SKU-00442,Office Item 442,office,369.88,USD,Sample description 442
443,SKU-00443,Toys Item 443,toys,346.37,USD,Sample description 443
444,SKU-00444,Tools Item 444,tools,116.06,USD,Sample description 444
445,SKU-00445,Electronics Item 445,electronics,122.28,USD,Sample description 445
446,SKU-00446,Toys Item 446,toys,465.77,USD,Sample description 446
447,SKU-00447,Tools Item 447,tools,441.04,USD,Sample description 447
448,SKU-00448,Tools Item 448,tools,90.85,USD,Sample description 448
449,SKU-00449,Office Item 449,office,453.71,USD,Sample description 449
450,SKU-00450,Outdoors Item 450,outdoors,248.92,USD,Sample description 450
451,SKU-00451,Tools Item 451,tools,229.89,USD,Sample description 451
452,SKU-00452,Tools Item 452,tools,76.17,USD,Sample description 452
453,SKU-00453,Tools Item 453,tools,185.95,USD,Sample description 453
454,SKU-00454,Kitchen Item 454,kitchen,175.38,USD,Sample description 454
455,SKU-00455,Kitchen Item 455,kitchen,65.02,USD,Sample description 455
456,SKU-00456,Outdoors Item 456,outdoors,91.1,USD,Sample description 456
457,SKU-00457,Books Item 457,books,125.73,USD,Sample description 457
458,SKU-00458,Kitchen Item 458,kitchen,60.33,USD,Sample description 458
459,SKU-00459,Toys Item 459,toys,498.33,USD,Sample description 459
460,SKU-00460,Books Item 460,books,144.38,USD,Sample description 460
461,SKU-00461,Office Item 461,office,392.86,USD,Sample description 461
462,SKU-00462,Toys Item 462,toys,458.77,USD,Sample description 462
463,SKU-00463,Tools Item 463,tools,494.76,USD,Sample description 463
464,SKU-00464,Books Item 464,books,467.95,USD,Sample description 464
465,SKU-00465,Office Item 465,office,85.33,USD,Sample description 465
466,SKU-00466,Office Item 466,office,12.92,USD,Sample description 466
467,SKU-00467,Fitness Item 467,fitness,404.26,USD,Sample description 467
468,SKU-00468,Tools Item 468,tools,172.76,USD,Sample description 468
469,SKU-00469,Outdoors Item 469,outdoors,104.41,USD,Sample description 469
470,SKU-00470,Books Item 470,books,148.45,USD,Sample description 470
471,SKU-00471,Outdoors Item 471,outdoors,194.42,USD,Sample description 471
472,SKU-00472,Toys Item 472,toys,26.27,USD,Sample description 472
473,SKU-00473,Fitness Item 473,fitness,415.92,USD,Sample description 473
474,SKU-00474,Toys Item 474,toys,283.35,USD,Sample description 474
475,SKU-00475,Electronics Item 475,electronics,451.13,USD,Sample description 475
476,SKU-00476,Fitness Item 476,fitness,156.63,USD,Sample description 476
477,SKU-00477,Toys Item 477,toys,409.5,USD,Sample description 477
478,SKU-00478,Books Item 478,books,479.92,USD,Sample description 478
479,SKU-00479,Office Item 479,office,264.8,USD,Sample description 479
480,SKU-00480,Fitness Item 480,fitness,263.36,USD,Sample description 480
481,SKU-00481,Books Item 481,books,195.49,USD,Sample description 481
482,SKU-00482,Books Item 482,books,25.56,USD,Sample description 482
483,SKU-00483,Kitchen Item 483,kitchen,130.87,USD,Sample description 483
484,SKU-00484,Electronics Item 484,electronics,440.33,USD,Sample description 484
485,SKU-00485,Electronics Item 485,electronics,295.51,USD,Sample description 485
486,SKU-00486,Tools Item 486,tools,484.95,USD,Sample description 486
487,SKU-00487,Office Item 487,office,95.73,USD,Sample description 487
488,SKU-00488,Office Item 488,office,436.67,USD,Sample description 488
489,SKU-00489,Outdoors Item 489,outdoors,480.26,USD,Sample description 489
490,SKU-00490,Office Item 490,office,67.26,USD,Sample description 490
491,SKU-00491,Electronics Item 491,electronics,110.76,USD,Sample description 491
492,SKU-00492,Outdoors Item 492,outdoors,216.28,USD,Sample description 492
493,SKU-00493,Kitchen Item 493,kitchen,197.98,USD,Sample description 493
494,SKU-00494,Fitness Item 494,fitness,269.8,USD,Sample description 494
495,SKU-00495,Toys Item 495,toys,144.81,USD,Sample description 495
496,SKU-00496,Toys Item 496,toys,183.6,USD,Sample description 496
497,SKU-00497,Toys Item 497,toys,272.48,USD,Sample description 497
498,SKU-00498,Outdoors Item 498,outdoors,107.81,USD,Sample description 498
499,SKU-00499,Kitchen Item 499,kitchen,106.56,USD,Sample description 499
500,SKU-00500,Office Item 500,office,159.41,USD,Sample description 500
501,SKU-00501,Outdoors Item 501,outdoors,95.16,USD,Sample description 501
502,SKU-00502,Books Item 502,books,45.63,USD,Sample description 502
503,SKU-00503,Toys Item 503,toys,290.25,USD,Sample description 503
504,SKU-00504,Books Item 504,books,330.26,USD,Sample description 504
505,SKU-00505,Fitness Item 505,fitness,334.72,USD,Sample description 505
506,SKU-00506,Office Item 506,office,32.58,USD,Sample description 506
507,SKU-00507,Office Item 507,office,449.48,USD,Sample description 507
508,SKU-00508,Books Item 508,books,35.7,USD,Sample description 508
509,SKU-00509,Toys Item 509,toys,409.32,USD,Sample description 509
510,SKU-00510,Electronics Item 510,electronics,44.25,USD,Sample description 510
511,SKU-00511,Books Item 511,books,343.37,USD,Sample description 511
512,SKU-00512,Fitness Item 512,fitness,330.79,USD,Sample description 512
513,SKU-00513,Fitness Item 513,fitness,68.33,USD,Sample description 513
514,SKU-00514,Outdoors Item 514,outdoors,429.14,USD,Sample description 514
515,SKU-00515,Kitchen Item 515,kitchen,345.93,USD,Sample description 515
516,SKU-00516,Tools Item 516,tools,288.64,USD,Sample description 516
517,SKU-00517,Office Item 517,office,219.43,USD,Sample description 517
518,SKU-00518,Outdoors Item 518,outdoors,399.71,USD,Sample description 518
519,SKU-00519,Outdoors Item 519,outdoors,21.06,USD,Sample description 519
520,SKU-00520,Electronics Item 520,electronics,140.54,USD,Sample description 520
521,SKU-00521,Fitness Item 521,fitness,100.98,USD,Sample description 521
522,SKU-00522,Toys Item 522,toys,455.3,USD,Sample description 522
523,SKU-00523,Tools Item 523,tools,434.35,USD,Sample description 523
524,SKU-00524,Outdoors Item 524,outdoors,249.31,USD,Sample description 524
525,SKU-00525,Books Item 525,books,365.19,USD,Sample description 525
526,SKU-00526,Electronics Item 526,electronics,239.03,USD,Sample description 526
527,SKU-00527,Electronics Item 527,electronics,104.63,USD,Sample description 527
528,SKU-00528,Office Item 528,office,173.37,USD,Sample description 528
529,SKU-00529,Office Item 529,office,354.13,USD,Sample description 529
530,SKU-00530,Books Item 530,books,205.02,USD,Sample description 530
531,SKU-00531,Toys Item 531,toys,362.11,USD,Sample description 531
532,SKU-00532,Fitness Item 532,fitness,273.77,USD,Sample description 532
533,SKU-00533,Kitchen Item 533,kitchen,429.6,USD,Sample description 533
534,SKU-00534,Outdoors Item 534,outdoors,338.26,USD,Sample description 534
535,SKU-00535,Tools Item 535,tools,117.07,USD,Sample description 535
536,SKU-00536,Office Item 536,office,38.9,USD,Sample description 536
537,SKU-00537,Office Item 537,office,292.44,USD,Sample description 537
538,SKU-00538,Outdoors Item 538,outdoors,287.51,USD,Sample description 538
539,SKU-00539,Electronics Item 539,electronics,280.13,USD,Sample description 539
540,SKU-00540,Toys Item 540,toys,23.85,USD,Sample description 540
541,SKU-00541,Office Item 541,office,266.24,USD,Sample description 541
542,SKU-00542,Toys Item 542,toys,180.0,USD,Sample description 542
543,SKU-00543,Office Item 543,office,113.68,USD,Sample description 543
544,SKU-00544,Toys Item 544,toys,212.43,USD,Sample description 544
545,SKU-00545,Office Item 545,office,311.21,USD,Sample description 545
546,SKU-00546,Books Item 546,books,75.21,USD,Sample description 546
547,SKU-00547,Outdoors Item 547,outdoors,244.86,USD,Sample description 547
548,SKU-00548,Kitchen Item 548,kitchen,494.47,USD,Sample description 548
549,SKU-00549,Fitness Item 549,fitness,249.15,USD,Sample description 549
550,SKU-00550,Outdoors Item 550,outdoors,412.8,USD,Sample description 550
551,SKU-00551,Tools Item 551,tools,377.8,USD,Sample description 551
552,SKU-00552,Outdoors Item 552,outdoors,259.26,USD,Sample description 552
553,SKU-00553,Office Item 553,office,413.5,USD,Sample description 553
554,SKU-00554,Electronics Item 554,electronics,362.54,USD,Sample description 554
555,SKU-00555,Toys Item 555,toys,352.5,USD,Sample description 555
556,SKU-00556,Electronics Item 556,electronics,401.98,USD,Sample description 556
557,SKU-00557,Fitness Item 557,fitness,377.7,USD,Sample description 557
558,SKU-00558,Office Item 558,office,338.91,USD,Sample description 558
559,SKU-00559,Books Item 559,books,398.9,USD,Sample description 559
560,SKU-00560,Kitchen Item 560,kitchen,446.48,USD,Sample description 560
561,SKU-00561,Office Item 561,office,431.07,USD,Sample description 561
562,SKU-00562,Kitchen Item 562,kitchen,51.89,USD,Sample description 562
563,SKU-00563,Fitness Item 563,fitness,230.29,USD,Sample description 563
564,SKU-00564,Tools Item 564,tools,257.89,USD,Sample description 564
565,SKU-00565,Outdoors Item 565,outdoors,446.68,USD,Sample description 565
566,SKU-00566,Toys Item 566,toys,437.65,USD,Sample description 566
567,SKU-00567,Fitness Item 567,fitness,291.78,USD,Sample description 567
568,SKU-00568,Books Item 568,books,380.05,USD,Sample description 568
569,SKU-00569,Kitchen Item 569,kitchen,430.36,USD,Sample description 569
570,SKU-00570,Toys Item 570,toys,12.5,USD,Sample description 570
571,SKU-00571,Office Item 571,office,123.44,USD,Sample description 571
572,SKU-00572,Tools Item 572,tools,383.06,USD,Sample description 572
573,SKU-00573,Fitness Item 573,fitness,435.37,USD,Sample description 573
574,SKU-00574,Electronics Item 574,electronics,446.75,USD,Sample description 574
575,SKU-00575,Office Item 575,office,426.57,USD,Sample description 575
576,SKU-00576,Fitness Item 576,fitness,68.04,USD,Sample description 576
577,SKU-00577,Toys Item 577,toys,481.65,USD,Sample description 577
578,SKU-00578,Books Item 578,books,108.11,USD,Sample description 578
579,SKU-00579,Toys Item 579,toys,193.03,USD,Sample description 579
580,SKU-00580,Office Item 580,office,254.23,USD,Sample description 580
581,SKU-00581,Office Item 581,office,157.14,USD,Sample description 581
582,SKU-00582,Office Item 582,office,52.65,USD,Sample description 582
583,SKU-00583,Outdoors Item 583,outdoors,392.61,USD,Sample description 583
584,SKU-00584,Fitness Item 584,fitness,210.97,USD,Sample description 584
585,SKU-00585,Kitchen Item 585,kitchen,199.6,USD,Sample description 585
586,SKU-00586,Books Item 586,books,404.62,USD,Sample description 586
587,SKU-00587,Fitness Item 587,fitness,102.75,USD,Sample description 587
588,SKU-00588,Electronics Item 588,electronics,285.74,USD,Sample description 588
589,SKU-00589,Fitness Item 589,fitness,153.1,USD,Sample description 589
590,SKU-00590,Kitchen Item 590,kitchen,425.77,USD,Sample description 590
591,SKU-00591,Books Item 591,books,98.02,USD,Sample description 591
592,SKU-00592,Tools Item 592,tools,343.63,USD,Sample description 592
593,SKU-00593,Office Item 593,office,370.87,USD,Sample description 593
594,SKU-00594,Kitchen Item 594,kitchen,180.72,USD,Sample description 594
595,SKU-00595,Outdoors Item 595,outdoors,347.01,USD,Sample description 595
596,SKU-00596,Books Item 596,books,462.21,USD,Sample description 596
597,SKU-00597,Fitness Item 597,fitness,266.14,USD,Sample description 597
598,SKU-00598,Electronics Item 598,electronics,46.12,USD,Sample description 598
599,SKU-00599,Kitchen Item 599,kitchen,270.53,USD,Sample description 599
600,SKU-00600,Electronics Item 600,electronics,244.61,USD,Sample description 600
601,SKU-00601,Electronics Item 601,electronics,302.11,USD,Sample description 601
602,SKU-00602,Fitness Item 602,fitness,113.85,USD,Sample description 602
603,SKU-00603,Tools Item 603,tools,83.19,USD,Sample description 603
604,SKU-00604,Outdoors Item 604,outdoors,302.68,USD,Sample description 604
605,SKU-00605,Kitchen Item 605,kitchen,250.02,USD,Sample description 605
606,SKU-00606,Tools Item 606,tools,197.49,USD,Sample description 606
607,SKU-00607,Outdoors Item 607,outdoors,42.44,USD,Sample description 607
608,SKU-00608,Outdoors Item 608,outdoors,126.07,USD,Sample description 608
609,SKU-00609,Office Item 609,office,194.52,USD,Sample description 609
610,SKU-00610,Fitness Item 610,fitness,446.99,USD,Sample description 610
611,SKU-00611,Electronics Item 611,electronics,41.24,USD,Sample description 611
612,SKU-00612,Fitness Item 612,fitness,450.17,USD,Sample description 612
613,SKU-00613,Books Item 613,books,206.22,USD,Sample description 613
614,SKU-00614,Toys Item 614,toys,63.97,USD,Sample description 614
615,SKU-00615,Kitchen Item 615,kitchen,169.47,USD,Sample description 615
616,SKU-00616,Books Item 616,books,420.81,USD,Sample description 616
617,SKU-00617,Toys Item 617,toys,14.1,USD,Sample description 617
618,SKU-00618,Electronics Item 618,electronics,274.69,USD,Sample description 618
619,SKU-00619,Outdoors Item 619,outdoors,30.95,USD,Sample description 619
620,SKU-00620,Office Item 620,office,247.51,USD,Sample description 620
621,SKU-00621,Outdoors Item 621,outdoors,26.42,USD,Sample description 621
622,SKU-00622,Office Item 622,office,168.48,USD,Sample description 622
623,SKU-00623,Toys Item 623,toys,120.41,USD,Sample description 623
624,SKU-00624,Office Item 624,office,488.79,USD,Sample description 624
625,SKU-00625,Kitchen Item 625,kitchen,245.33,USD,Sample description 625
626,SKU-00626,Office Item 626,office,136.71,USD,Sample description 626
627,SKU-00627,Electronics Item 627,electronics,273.46,USD,Sample description 627
628,SKU-00628,Office Item 628,office,243.47,USD,Sample description 628
629,SKU-00629,Office Item 629,office,334.38,USD,Sample description 629
630,SKU-00630,Fitness Item 630,fitness,416.91,USD,Sample description 630
631,SKU-00631,Kitchen Item 631,kitchen,362.58,USD,Sample description 631
632,SKU-00632,Tools Item 632,tools,420.55,USD,Sample description 632
633,SKU-00633,Office Item 633,office,401.95,USD,Sample description 633
634,SKU-00634,Toys Item 634,toys,109.91,USD,Sample description 634
635,SKU-00635,Kitchen Item 635,kitchen,103.93,USD,Sample description 635
636,SKU-00636,Toys Item 636,toys,429.67,USD,Sample description 636
637,SKU-00637,Office Item 637,office,263.85,USD,Sample description 637
638,SKU-00638,Tools Item 638,tools,472.29,USD,Sample description 638
639,SKU-00639,Office Item 639,office,380.67,USD,Sample description 639
640,SKU-00640,Outdoors Item 640,outdoors,300.91,USD,Sample description 640
641,SKU-00641,Books Item 641,books,69.58,USD,Sample description 641
642,SKU-00642,Tools Item 642,tools,118.15,USD,Sample description 642
643,SKU-00643,Outdoors Item 643,outdoors,232.7,USD,Sample description 643
644,SKU-00644,Electronics Item 644,electronics,225.67,USD,Sample description 644
645,SKU-00645,Toys Item 645,toys,13.66,USD,Sample description 645
646,SKU-00646,Electronics Item 646,electronics,217.36,USD,Sample description 646
647,SKU-00647,Electronics Item 647,electronics,488.22,USD,Sample description 647
648,SKU-00648,Outdoors Item 648,outdoors,194.43,USD,Sample description 648
649,SKU-00649,Fitness Item 649,fitness,418.47,USD,Sample description 649
650,SKU-00650,Tools Item 650,tools,260.38,USD,Sample description 650
651,SKU-00651,Books Item 651,books,62.4,USD,Sample description 651
652,SKU-00652,Kitchen Item 652,kitchen,340.09,USD,Sample description 652
653,SKU-00653,Toys Item 653,toys,208.96,USD,Sample description 653
654,SKU-00654,Outdoors Item 654,outdoors,111.81,USD,Sample description 654
655,SKU-00655,Kitchen Item 655,kitchen,46.6,USD,Sample description 655
656,SKU-00656,Toys Item 656,toys,78.53,USD,Sample description 656
657,SKU-00657,Office Item 657,office,121.46,USD,Sample description 657
658,SKU-00658,Outdoors Item 658,outdoors,243.21,USD,Sample description 658
659,SKU-00659,Books Item 659,books,226.34,USD,Sample description 659
660,SKU-00660,Kitchen Item 660,kitchen,11.6,USD,Sample description 660
661,SKU-00661,Fitness Item 661,fitness,239.6,USD,Sample description 661
662,SKU-00662,Kitchen Item 662,kitchen,157.35,USD,Sample description 662
663,SKU-00663,Office Item 663,office,195.92,USD,Sample description 663
664,SKU-00664,Electronics Item 664,electronics,427.12,USD,Sample description 664
665,SKU-00665,Outdoors Item 665,outdoors,235.94,USD,Sample description 665
666,SKU-00666,Fitness Item 666,fitness,126.02,USD,Sample description 666
667,SKU-00667,Fitness Item 667,fitness,23.5,USD,Sample description 667
